Number,MIC,Company Name,Model Name,Problem 1,Last Date
040115T,ZZN,BOMBARDIER RECREATIONAL PROD,SEA-DOO GTI,KILL SWITCH FAILS TO WORK,2004-12-17
800124S,TCT,THUNDER CRAFT BOATS IN,170V,NO CAP/CERT LABEL,1980-05-27
810033T,,MERCURY MARINE,25HP OUT BOARD,STEERING,1981-03-22
021083S,WOK,BOSS BOATS INC,HARD BODY 10,SAFE LOADING MAX WT,2006-03-13
060085T,,GM KODIAK,GM 8.1 L ENGINE,ENGINE; GASOLINE,2006-10-15
060086T,,INDMAR,GM 8.1 L ENGINE,ENGINE; GASOLINE,2006-10-15
950201T,MCJ,MIRAGE HOLDING INC,MIRAGE & VIKING,FUEL FILL FITTING CRACKS,1999-06-30
920408T,STR,STARCRAFT,"""171, 171, 191, 211""",ELECTRICAL BONDING WIRE,1996-09-16
920410S,AFQ,ACTION CRAFT,1760 BAYRUNNER,SAFE LOADING MAX PER & WT,1993-06-22
950251T,SUB,APACHE SEAMASTER,PRESTIGE,FUEL FILL FITTING CRACKS,1995-11-13
080017T,YAM,YAMAHA MOTOR CORP USA,XV1100 & GP1300 WAVERUNNER,CORROSION OF THRTLE CAB,2012-04-19
020107T,,MERCURY MARINE,MCM 496 MCM 496 HO MIE 8.1 & HO,PCM 555 CONTROL MODULE,2007-03-28
810124S,RBB,RENO BOAT WORKS,16' SKIFF,LEVEL FLOTATION,1983-07-18
960068T,KAW,KAWASAKI MOTORS MFG,JH1100-A1: 11ZXI,HULL DESIGN - INSTABILITY,1998-01-26
060076T,ONB,OCEAN MASTER MARINE,OCEAN SKIFF & CENTER CONSOLE,FUEL FILL FITTING CRACKS,2007-06-13
930256S,CRR,CORROSION RESISTANT MFG,PIRANHA 1400 FLATS SKIFF,LEVEL FLOTATION,1994-10-17
820101T,,VOLVO PENTA,AQ175 GAS ENGINES,LEAKING FUEL PUMP,1983-06-28
950123T,AGR,AVENGER MANUFACTURING CO,186V,FUEL FILL FITTING CRACKS,1996-10-22
920391S,CNE,CAROLINA BOAT CO,1448,LEVEL FLOTATION,1994-03-25
961468S,VVI,V.I.P. BOATS,165 O/B,LEVEL FLOTATION,1997-04-29
010089S,SER,SEA RAY BOATS INC,SEE COMMENTS,OVERCURRENT PROTECTION,2004-07-30
010090S,BWC,BOSTON WHALER INC,170 MT 280 CQ 280 OR 340 IB,OVERCURRENT PROTECTION,2004-06-22
941250S,ALJ,ALLISON MARINE INC,,LEVEL FLOTATION,1995-02-20
16R5768S,HIT,ROCK N CROC,�20 FT� AIRBOAT,LABEL; CAPACITY,2020-12-16
800025S,LPR,LAMINATED PRODUCTS INC,12 FT OB DELUX,LEVEL FLOTATION,1981-02-24
810011S,HEW,HEWES MARINE,,LLEVEL FLOTATION,1981-11-30
820094S,XFK,INDUSTRIAL FIBERGLASS,13' HUNT CRAFT,LEVEL FLOTATION,1983-12-22
951360S,XLR,SINBAD DINGHYS,8 FT ROW,LEVEL FLOTATION,1996-02-15
000238T,SSU,S2 YACHTS INC,3000 EXPRESS 3070 OFFSHORE,ELECTRICAL GROUND WIRE,2000-10-20
961436S,OAL,OUTDOOR LEISURE USA,130SP,LEVEL FLOTATION,1996-04-15
13R5365S,TKZ,STARDUST CRUISERS (DBA),�1508� GASOLINE POWERED,VENTILATION,2016-06-22
930017T,CTC,CORRECT CRAFT INC,VARIOUS,FUEL TANK LEAKS (INCA),1993-12-17
050026S,HQZ,WESTERBEKE,GENERATOR,TOGGLE SWITCH,2008-05-30
950204T,MDC,MOODCRAFT BOAT CO,,FUEL FILL FITTING CRACKS,1999-06-30
050075T,CEC,BOMBARDIER RECREATIONAL PROD,JOHNSON,ECM PROBLEM,2006-03-15
941349S,RTV,RIVER RAT BOATS,150 DLX,LEVEL FLOTATION:,1995-11-13
820022S,BPK,INTERCEPTER MARINE PRO,11' RUNABOUT,LEVEL FLOTATION,1983-07-18
080045S,CEC,"""BRP US, INC.""",EVINRUDE E-TEC,START IN GEAR,2012-05-18
090030S,CRC,CRESTLINER INC,18 CANADIAN SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
010023T,KAW,KAWASAKI MOTORS CORP USA,JT-1100 C-1 (2000) & F-1 (2001),ENGINE; GASOLINE,2001-02-28
960071T,MWC,MEDARIS MARINE INC,54 FOOT HOUSEBOAT,ELECTRICAL SYSTEMS,1998-03-27
010135T,HUN,HUNTER MARINE CORP,P420,CHAIN PLATE FAILURE,2001-11-15
930075S,OMC,OUTBOARD MARINE CORP,1784 TC ALUMINUM FISH,LEVEL FLOTATION STABILITY,1995-10-17
040112T,SSU,TIARA YACHTS,TIARA 3600,SEAT ASSEMBLY,2006-03-13
030010T,CEC,BOMBARDIER MOTOR CORP OF AMER,SPORTSTER-4 TEC,FUEL SYSTEM,2005-06-15
800315S,JCL,J.R.CUSTOM MARINE-INC.,SONIC 33RS,ANTI-SIPHON,1981-02-25
040133T,MDN,MERIDIAN YACHTS,381,FUEL TANK LEAK,2006-01-19
800239S,LGF,LANGE FIBERGLASS,MAVERICK 17,SAFE POWERING,1981-07-29
03V035S,CFM,CUSTOM FIBERGLASS MOLDING INC,HUNTER,BASIC FLOTATION,2004-10-13
070039T,HQZ,WESTERBEKE CORPORATION,VARIOUS,FUEL SYSTEM,2008-05-20
930082S,OMC,OUTBOARD MARINE CORP,SEA NYMPH FM 161,LEVEL FLOATION STABILITY,1995-10-17
920445S,SSB,SEA SPRITE BOAT CO INC,15' REC/FISH B/R,LEVEL FLOTATION,1994-10-24
810055S,BUJ,BASS TRACKER INC,BASS TRACKERS I-II-III,LEVEL FLOTATION,2000-11-19
070002T,YAM,YAMAHA MOTOR CORP USA,90TLR OUTBOARDS,THROTTLE VALVE MAY STICK,2009-06-18
14X017A,CTC,NAUTIQUE BOAT CO INC,SPORT NAUTIQUE 200� INBOARD,NAVIGATION LIGHTS,2016-03-16
080029T,MB2,MALIBU BOATS INC,"""ALL EXCEPT RIDE, RESPONSE""",ELECTRONIC ENGINE CONTROL,2020-08-28
990117S,RCD,RIVIERA CRUISER,VARIOUS,FUEL TANK LEAKS,1999-06-25
100009T,MBC,MASTERCRAFT BOAT COMPANY,"""MARISTAR 225, X-25""",FUEL SYSTEM,2012-10-26
060108S,SER,SEA RAY BOATS INC,175 SP,INSUFFICIENT FLOTATION,2012-10-29
020174S,PCM,PLEASURECRAFT ENGINE GROUP,8.1L AND 8.1L HO ENGINES,ELECTRICAL SYSTEM,2004-04-30
030102T,SSU,S2 YACHTS INC,1665 AND 2865 DENALI,STEERING CYLINDER,2005-04-14
060050T,MXR,MAXUM MARINE,1800SR,STEERING,2010-02-25
11R4260S,NDC,NORDIC BOATS INC,'29 DECK BOAT' IB POWERED BOAT,ENGINE; GASOLINE,2014-02-21
11R4270S,WSI,NW RIVER SUPPLIES,'14 RIVER CAT' INFLATABLE BOAT,HULL ID NUMBER,2013-05-29
11R4271S,WSI,NW RIVER SUPPLIES,'BANDIT I' INFLATABLE KAYAK,HULL ID NUMBER,2013-05-29
920426S,CGM,GENERAL MARINE INDUSTRIES,142 PREDATOR,LEVEL FLOTATION,1993-10-25
12R4873S,HTF,SOLO BOAT CO,'JB FISHER' ROWBOAT RATED FOR 2,SAFE LOADING MAX WT,2013-01-28
120048T,,MERCURY MARINE,MERCURY MARINER POWER TILT STEER,,2022-07-13
120049T,PCM,PLEASURECRAFT MARINE,6.0 L VEE DRIVE,ELECTRICAL SYSTEM,2015-07-21
800257S,,COMMERCIAL BUILDERS IN,15'SKIPJACK-O/,CAPACITY PLATE,1981-03-26
041020S,KEN,KENNER BOATS,KENNER 1902 VISION,SAFE LOADING MAX PERS WT,2019-07-15
820113S,GYS,GLASS STREAM BOAT CO,13 FT CHEENOE,LEVEL FLOTATION,1984-08-30
820101S,BUJ,BASS TRACKER INC,BASS TRACKER III COMBINED,LEVEL FLOTATION,1983-04-15
11V233,FGE,COBALT BOATS LLC (DBS),19.33� FIBERGLASS DCBR,SAFE LOADING PERSONS,2019-03-26
110035T,,MASTERCRAFT,245 V AND X 45,FUEL SYSTEM,2014-10-16
03R0567S,HEW,HEWES MARINE CO.,18' OUTBOARD,VENTILATION,2005-09-15
070034T,JPN,AMERICAN SUZUKI MTR CORP,DF300/300Z OUTBOARD MOTOR,FAILS TO SHIFT ON COMMAND,2008-10-15
800300S,RGM,REGAL MARINE INDUSTRIE,18' COUNTESS 1,11 CHARACTER HIN,1981-02-26
030171S,EYE,SHARPE HOUSEBOAT INC,,ELECTRICAL SYSTEM,2004-03-24
100018T,CEC,"""BRP US, INC""",ETEC 40-90,FUEL SYSTEM,2013-10-25
930140T,,,AUTOPILOT 650 6000 7000,SUDDEN TURNS TO PORT WITH,1994-02-15
920397S,SSB,SEA SPRITE BOAT CO INC,175/BR 16' SEA SPRITE,LEVEL FLOTATION,1993-07-22
040111T,JPN,AMERICAN SUZUKI MTR CORP,4-STROKE V6 O/B,ENGINE BACKFIRE,2005-08-25
961495S,LOP,LOGIC MARINE CORP,SEE NOTES,LEVEL FLOTATION,2000-03-16
950219T,PLC,PRO-LINE BOATS INC,"""210-S, 240-3, 251-S""",FUEL FILL FITTING CRACKS,1996-11-14
080044T,CEC,BOMBARDIER RECREATIONAL PROD,SEA-DOO,TOWER WELD CRACKS,2010-04-29
050064T,STN,SILVERTON MARINE CORPORATION,48 CONVERTIBLES,ELECTRICAL,2006-12-18
940199T,AGC,BAJA BOATS INC,ALL WITH MERCURY JET UNIT,NON IGN PROTECTED STARTER,1995-11-21
160005S,SER,SEA RAY BOATS,290SB 290 OB,,2022-02-14
980001S,FRR,FRP INDUSTRIES INC,,FUEL SYSTEM,1998-06-16
941342S,LCD,LEISURE CRAFT MFG,14' FISHING,LEVEL FLOTATION: FAILEDSA,1995-12-30
800158S,DVR,DAVE REED CO,,,1980-10-14
960029T,LAR,LARSON BOATS,LXI AND SEI,ELECTRICAL HOT WIRE NOT,1999-06-30
940247T,RGM,REGAL BOATS,COMMODORE 290,HULL TO DECK SEPERATION,1995-08-30
961442S,SAL,"""TIDERUNNER, INC""",150 POINT SPECIAL,LEVEL FLOTATION,1998-05-26
021077S,HFL,HUDSON FIBERGLASS,14 V HULL,LEVEL FLOTATION,2006-03-21
100026T,SER,SEA RAY BOATS,260SD,VENTILATION,2015-04-23
17CG095S,AWL,ALWELD COMMERCIAL BOATS INC,1648 DSLW,,2023-01-23
951404S,ESM,DUCKWORTH BOAT CO,16 PRO KENAI,LEVEL FLOTATION,1997-09-15
01R0309S,FRT,FRESNO BOATS,"""20, 205, 220""",BATTERY NOT BOOTED,2002-10-16
030057T,STN,SILVERTON MARINE CORPORATION,330 SPORT BRIDGE,PROP SHAFT SEALS,2003-11-30
090043S,CRC,CRESTLINER INC,192 TOURNAMENT SERIES,LEVEL FLOTATION,2012-05-23
070020T,ETW,BENNINGTON MARINE CORP,PONTOON & DECK BOATS,BIMINI TOP MAY BREAK,2015-08-27
820063S,WST,PISCES BOAT COMPANY,15 FT SEASKIFF,FLOATION,1983-04-15
17CG096S,CRR,PIRANHA BOATWORKS LLC,F1400,,2023-01-23
950070T,,,TAMD63P/L DIESEL ENGINES,FUEL LEAK,1996-06-24
960026T,BLB,BAYLINER MARINE CORP,3388 ES MOTORYACHT,ELECTRICAL,1999-06-30
960093T,KAW,KAWASAKI MOTORS MFG,JH 1100-A1 (ZXI),STEERING SYSTEM,1998-01-26
090033S,NOR,CRESTLINER INC,1600 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
810209S,GBN,GIBSON FIBERGLASS,ALL HOUSEBOATS,EXHAUST BLOWER TOO SMALL,1982-03-22
05R0612S,IMW,IMAR GROUP LLC,OASIS 23,VENTILATION,2005-11-29
070017T,LHR,LUHRS CORPORATION,41 CONVERTIBLE,DYNAMIC INSTABILITY,2018-07-27
120042S,,MERCURY MARINE,8.2 L MERCRUISER,,2022-05-26
940015T,BWY,BLUE WATER BOATS INC,VARIOUS,FUEL TANK INSTALL -ALUM,1994-10-24
060111T,LAR,LARSON BOATS,SEI-180 AND ESCAPE 204,ELECTRICAL SYSTEM,2007-10-27
020196S,PCM,PLEASURECRAFT ENGINE GROUP,5.7 & 5.0 L MPI,ELECTRICAL SYSTEM,2004-11-30
090003S,THM,TROPHY SPORTFISHING BOATS,VARIOUS,NAVIGATION LIGHTS,2011-02-28
04V074T,KTT,KITCO INC,5700,SAFE LOADING MAX PERS WT,2009-02-26
170001T,HPS,AMERICAN HONDA MOTOR CO. INC,BF-250,ELECTRICAL SYSTEM,2022-10-26
030157S,CTC,CORRECT CRAFT INC,SKI NAUTIQUE,BASIC FLOTATION,2006-04-26
030158T,,MERCURY MARINE,STERN DRIVE & DEISEL ENGINES,LOSS OF SHIFT CONTROL,2008-12-18
950100T,BWY,BLUE WATER BOATS INC,SEE REMARKS,FUEL FILL FITTING CRACKS,1996-04-26
960025T,BLB,BAYLINER MARINE CORP,3388 MOTORYACHT,NON-IGNITION PROTECTED,1998-01-20
010057T,OML,STRATOS BOATS INC,19SS EXTREME,HULL PERFORMANCE,2003-01-30
800087S,RPA,B-CRAFT BOATS,15FT B-CRAFT,LEVEL FLOTATION,1980-10-15
09R3283S,CDG,ALL FAMILY CRAFT INC,"""""""BAY CHARGER"""" 22 FOOT OUTBOAR",LABEL; CERTIFICATION,2011-02-17
040086T,HPS,AMERICAN HONDA MOTOR CO INC,BF8A OUTBOARD,FLYWHEEL CRACKS,2006-08-15
800088S,NPC,NELSON PLASTICS INC,12FT HI-LAKER,NONCOMPLIANCE,1981-01-29
040143T,,MOTORGUIDE,MAX PRO II & MAX PRO III,BATTERY CHARGER OVERHEATS,2015-04-13
970137T,,MERCURY MARINE,MERCRUISER,FUEL LINE MAY SPLIT,2001-10-18
800207S,HHN,H. HIRSHBERGER CO INC,18FT ALU KIT,NONCOMPLIANCE,1981-07-29
800209T,RLG,ROGER GAGNON,9' & 11',CAPACITY PLATE,1981-04-22
041025R1,AWB,ALUMAWELD BOATS,SUPER VEE LT,LABEL; CAPACITY,2009-06-29
020023T,FGE,COBALT BOATS,"""240, 262, 263, 282, 292""",ELECTRICAL SYSTEM,2004-08-18
04V042T,FSF,WATER MOCCASIN BOATS,140-D-S,LEVEL FLOTATION,2009-12-28
941340S,DAG,DAYS MARINE,15' DAY CRAFT,LEVEL FLOTATION,1994-12-30
800238S,XVA,INVADER CORPORATION,15' INVADER,CAPACITY PLATE FORMAT,1981-10-19
05R1101S,XQI,CLASSIC BOATS,CLASSICO VELOCE 20,FUEL SYSTEM,2006-03-16
06R1906S,CHK,CHECKMATE MARINE,1600 BR OUTBOARD,,2013-08-14
110023S,CRC,CRESTLINER,1650 FISH HAWK TILLER,LEVEL FLOTATION,2013-11-18
960006T,WET,WETJET,DUO 300/300ZX/300 KRAZE,FUEL SYSTEM,1999-03-25
960007T,WET,WETJET,DUO 200/300/300ZX/300KRAZ,STEERING SYSTEM,1999-03-25
970130T,WEL,WELLCRAFT MARINE CORP,EXCEL/WELCR 23SE 26SE 240SE 260,ELECTRICAL A/C GROUND,1998-12-30
800183S,MNK,MNK ENTERPRISES INC.,16 & 18FT JET,,1980-08-27
07R2594S,ETW,BENNINGTON MARINE CORP,AZ 240,VENTILATION,2010-09-15
020177S,,MERCURY MARINE,MERCURY RACING 575 SCI,FUELSYSTEM LINE LEAK,2004-10-30
010013T,DZU,THOROUGHBRED CRUISERS INC,UNK,GENERATOR EXHAUST (CO),2001-07-24
130003T,,MERCURY MARINE,"""5.0L, 350 MAG AND 6.2L MERCRUIS",ELECTRICAL SYSTEM,2022-07-13
11R4480S,DUX,DOUGLAS MARINE CORP,'SKATER 388' IB POWERED BOAT,FUEL SYSTEM,2017-12-20
14CG001,HCT,LIVINGSTON CAT BOATS,LIVINGSTON 12C,,2016-06-22
080023T,HQZ,TOHATSU AMERICA CORP,70 HP & 90 HP TLDI MODELS,FUEL SYSTEM,2011-08-20
060093T,CEC,BOMBARDIER RECREATIONAL PROD,SEA-DOO SPORTBOAT,AIRBOX PARTS DETACH,2010-04-29
040018S,BLN,BAYLINER MARINE CORP,219 SPORT DECK BOAT,VENTILATION,2008-08-20
980141S,LIW,SUGAR SAND MARINE,MIRAGE SPECIAL EDITION,LABEL - BLOWER WARNING,1999-07-29
030210S,XDC,ZODIAC OF NORTH AMERICA,MEDLINE 1 & II ET AL,FUEL SENDER GASKET,2003-12-18
940201T,USY,US YACHTS,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,1996-03-26
030056T,HPS,AMERICAN HONDA MOTOR CO INC,BF200 & BF225 OUTBOARDS,THROTTLE CABLE,2005-12-29
800246S,,CRUSADER BOATS,MICRO PANTERA,CAPACITY LABEL,1981-03-25
950135T,CCI,CAPE MARINE CORP,,FUEL FILL FITTING CRACKS,1995-11-20
810035B,NJB,NEW JERSEY BOAT COMPAN,,AIRPAX T-11 INSTALLED,1981-09-28
800024S,DFL,DOLPHIN 20 BOATS INC,,NONCOMPLIANCE,1981-08-31
000214S,GEN,GIII BOATS,"""PF165C, PRO170, PRO185""",LEVEL FLOTATION,2001-11-27
980020T,HQZ,U.S. COAST GUARD HEADQUARTERS,JOHNSON & EVINRUDE O/B'S,STEERING,2000-08-14
000017S,GAE,GALAXIE BOATS OF CALIFORNIA,LX 21,FUEL - ANTI SIPHON VALVE,2001-05-17
090028S,CRC,CRESTLINER INC,14 CANADIAN TILLER,LEVEL FLOTATION,2012-05-23
100010S,QJT,PRINCECRAFT,STARFISH BT AND HOLIDAY WS,LEVEL FLOTATION,2011-03-28
930113S,FBN,FANTASY BOATS INC,F-13,LEVEL FLOTATION,1994-01-15
920364S,AWB,ALUMAWELD BOATS,18 GUIDE SLED,LEVEL FLOTATION,1993-09-14
020111S,BLB,BAYLINER MARINE CORPORATION,VARIOUS,ELECTRICAL SYSTEM,2006-01-19
010066S,LAR,LARSON BOATS,"""SEI 180, SEI 190, 190 S/F & LX""",BASIC FLOTATION,2003-10-30
021095S,QSZ,FIBERGLASS CANADA,18' SPORTDECK,MAX PERSON LBS,2005-04-19
06R1553S,JVL,RAKATAK,RAKATAK ELECTRIC POWERED INBOARD,LABEL; CAPACITY,2010-03-23
820067S,NOP,NAVCO OUTDOOR PRODUCTS,MINI BOAT,CAPACITY INFORMATION,1983-02-15
140007T,BUJ,TRACKER,GRIZZLY 1860 CC,,2014-04-17
080007T,USA,MERCURY MARINE,25/30 HP MERCURY 25/30 HP EFI,UPPER MOUNTING BOLTS,2020-02-14
930204S,CHT,CHEETAH BOAT MFG,19'5IN CHEETAH 20 I/O & OB,FLOTATION/LABEL CAPACITY,1996-10-23
980066T,OMC,OUTBOARD MARINE CORP,40 & 50 HP OUTBOARDS,MOTOR SUPPORT BRACKET,2000-04-25
950055T,ZZN,BOMBARDIER CORP,SEA-DOO HX,STEERING ARM,1998-09-15
01R0121S,RGX,RAINBOW FIBERGLASS WORKS,GULFLINER 17,VENTILATION - FUEL TANK,2002-04-30
060052T,HQZ,BOMBARDIER RECREATIONAL PROD,EVINRUDE E-TEC,FUEL FILTER,2010-04-29
001022S,LYG,SEA FOX BOAT COMPANY INC,192,LEVEL FLOTATION,2009-02-19
080031T,YAM,YAMAHA MOTOR CORP USA,212X (FAT1100A-G/ALG),BIMINI TOP FAILURE,2012-04-19
930191T,ZZN,BOMBARDIER CORP,EXPLORER,FUEL TANK EXPANSION,1998-01-26
15CG022S,NLP,TIDEWATER BOATS LLC,FG-177 CC,VENTILATION,2023-01-20
15CG020S,AWL,ALWELD COMMERCIAL BOATS INC,1548 SS AW JON,,2019-12-26
030208T,YAM,YAMAHA MOTOR CORP USA,SJ700B-C (SUPERJET),FUEL SYSTEM,2004-01-15
060049S,CDR,CARVER BOAT CORPORATION,MARINER 350 & 360,ISOLATION BULKHEAD,2010-09-21
02R0360S,DCE,DAVES CUSTOM BOATS,MACH 26,ELECTRICAL; BATTERY TERM.,2003-03-15
050014T,,MERCURY MARINE,BRAVO X/XR DRIVES,SHIFT LINK BAR,2009-03-16
920405S,TMO,TALON MARINE CO,18' O/B SPORT BOAT,LEVEL FLOTATION,1993-05-13
800216S,BFS,BANDIT BOAT CO.,DINGHYS,NO CERT & CAP LABEL,1980-09-21
110040t,MHB,,BAY BOLT 23,,2012-06-30
120002T,MHB,,HYDRA SPORT BOATS,FUEL SYSTEM,2014-10-25
120003S,CRC,CRESTLINER INC,1850 RAPTOR TE SC AND WT,LEVEL FLOTATION,2013-11-18
951377S,PLT,"""PILOT BOAT CO., INC""",9.5 PILOT DINGHY,LEVEL FLOTATION,1996-02-21
001042S,RNA,KAL KUSTOM,REINELL 180,BASIC FLOTATION,2005-07-14
810083S,,THERMO ELECTRON CORP,V-6 DISTRIBUTOR CS-CH-165,DEFECTIVE DISTRIBUTOR,1982-06-15
940239T,TPO,THUNDER PRODUCTS INC,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,1994-11-30
140006T,AWR,MALIBU BOATS LLC,"""AXIS 20, 22, 24, T22""",FUEL SYSTEM,2015-02-26
920427T,YAM,YAMAHA MOTOR CORP USA,WRA650Q/R (WAVERUNNER II),STEERING POSSIBL SYS FAIL,1996-01-22
040139S,PIO,SEA-PRO BOATS INC,SV 1900 BAY BOAT,LEVEL FLOTATION,2009-02-18
990186T,KAW,KAWASAKI MOTORS CORP USA,VARIOUS SEE COMMENTS,FUEL SYSTEM,2000-08-17
820049S,FPC,FIBERGLAS PLASTICS INC,15- 16- 17' O/B,MISSING CAPACITY LABEL,1983-09-25
810135S,AGB,AERO-GLASSBOAT,PHANTOM 14' O/B,FAILED LEVEL FLOTATION,1982-03-22
820005S,TNV,TENNESSEE VALLEY FBR,VI FISH & SKI,PERSONS- STABILITY,1982-06-17
18CG144S,MGY,MIRAGE MANUFACTURING CO,TPS 18,LEVEL FLOTATION,2023-01-20
18CG143S,MTW,TEAM WARD INC,1542,LEVEL FLOTATION,2023-01-20
180004S,LBB,LUND BOAT COMPANY,"""2075, 2175 PRO-V""",ELECTRICAL SYSTEM,2022-01-25
18CG134S,WKG,WELD CRAFT MFG INC,1242 RS,SAFE LOADING MAX WT,2023-01-20
820109T,OBI,COLEMAN COMPANY/OBRIEN,POLYWOG 8,THIN HULL CAUSES LEAKES,1985-02-28
820110T,,LUND AMERICAN INC,15' OUTBOARD,STABILITY,1983-02-15
981578S,ENY,WESTERN BOAT MANUFACT INC,15 CLIPPER,LEVEL FLOTATION,1999-01-26
090042S,CRC,CRESTLINER INC,1850 CANADIAN,LEVEL FLOTATION,2012-05-23
990147T,HWS,SABRE CORPORATION,SABRELINE 43 AND 47,SHAFT SEAL LEAKS,2000-02-28
980059S,ZZN,CELEBRITY BOATS INC,SPEEDSTER JET BOAT,VENTILATION - BLOWER HOSE,2000-06-15
03V020S,GHQ,SEA BOSS LLC,180 CC,SAFE LOADING MAX WT,2008-09-25
020198S,,CRUSADER INC,5.0L MPI & 5.7L MPI,ELECTRICAL SYSTEM,2004-07-29
17CG116S,RIW,RIVERPOINT BOAT WORKS INC,144 CC,LEVEL FLOTATION,2023-01-24
070053T,KAW,KAWASAKI MOTORS CORP USA,JT1500,THROTTLE LEVER,2008-01-17
070012T,HPS,AMERICA HONDA MOTOR CORP INC,BF135A & BF150A,SHIFT ARM MAY FRACTURE,2022-02-15
070007S,SSU,S2 YACHTS INC,"""OS 285, LS 235""",FUEL SYSTEM,2009-04-21
981617S,SIY,SALTY BOATS OF MAINE,9' DINGHY,SAFE LOAD,1999-04-21
030166S,BUJ,TRACKER MARINE L.P.,TRACKER PRO V ANGLER,LEVEL FLOTATION,2008-09-25
090005T,HQZ,MERCURY MARINE,VARIOUS,DTS COMMAND MODULE FAULT,2020-01-17
04R0389S,SAQ,SUMERSET ACQUISITION LLC,16 X 68 HOUSEBOAT,FUEL SYSTEM,2005-05-24
950133T,ATJ,CB BOATWORKS INC,A-21E PUMPOUT BOATS,FUEL FILL FITTING CRACKS,1998-03-19
810099S,HEW,HEWESCRAFT ALUMI CRAFT,18 FT RIVER RUNN,LEVEL FLOTATION,1984-05-25
01R0480S,SSU,S2 YACHTS INC,3000 OFFSHORE,ELECTRICAL - BATTERY LOCA,2005-01-24
05R0654S,IFF,"""FOUR STAR BOATS, INC""",LIL DUCKER,LABEL; CERTIFICATION,2013-08-14
050028T,,TELEFLEX CANADA,SEASTAR/BAYSTAR,STEERING HOSE,2007-05-31
090002T,BUJ,TRACKER MARINE L.P.,SUN TRACKER PARTY BARGE 200,LABEL; CAPACITY,2012-04-19
950132T,BRA,BRYANT BOATS INC,182/189/209,FUEL FILL FITTING CRACKS,1998-04-20
01R0396S,HTB,HIGH TORQUE MARINE,SR24,FUEL SYSTEM,2002-07-15
180005S,HQS,B,KOKUSAN VOLTAGE REGULATOR,ELECTRICAL,2020-09-16
15CG028S,TVJ,TUCKERS BOAT RENTAL & STORAGE,BULLY 16 O/B OVER 2 HP,LEVEL FLOTATION,2023-01-23
950166T,GBW,GALAXIE BOAT WORKS INC,COMET JET,FUEL FILL FITTING CRACKS,1995-11-20
19CG169S,CFP,CUSTOM FIBERGLASS PROD INC,MITZI SKIFF 17 CC,BASIC FLOTATION,2023-01-20
190034T,XZX,BOMBARDIER,SEA-DOO FISH PRO,,2022-11-29
19CG170S,CRR,PIRANHA BOATWORKS LLC,P140T RASO,LEVEL FLOTATION,2023-01-20
020079T,STN,SILVERTON MARINE CORPORATION,BRADFORD WHITE WATER HEATERS,ELECTRICAL IGNITION PROT.,2003-01-29
02R0311S,RNK,RINKER BOAT CO INC,212 CAPTIVA,VENTILATION SYSTEMS,2005-05-23
020206S,NOR,CRESTLINER INC,SPORTFISH 1850 SUPERHAWK 1800,FUEL TANK BRACKETS CAUSE,2004-02-29
07R2542S,EMP,EMPIRE GLASS WORKS LLC,LITTLE GENERAL,BASIC FLOTATION,2007-12-29
800066S,TMD,TROLLER CORP,T-14 O/B 13FT,CAP DECAL REMOVAL,1980-05-27
090004T,HQZ,MERCURY MARINE,MERCRUISER HI-PERFOMRANCE,OVERCURRENT PROTECTION,2020-01-17
070042T,CDR,CARVER BOAT CORPORATION,"""396, 444, AND 410""",MUFFLER BONDING,2013-02-15
12R4657S,INP,INNESPACE PRODUCTIONS LLC,'X-MODEL' IB POWERED SUBMERSIBLE,ELECTRICAL SYSTEM,2017-12-19
810005S,ELB,ELIMINATOR BOATS,19' DAYTONA,FLOTATION,1981-11-30
01R0063S,DUX,DOUGLAS MARINE CORP,32 SKATER AND 46 SKATER,ELECTRICAL SYSTEM,2005-12-29
810035N,LAR,LARSON INDUSTRIES,,AIRPAX T-11 INSTALLED,1981-11-23
070041S,SER,SEA RAY BOATS INC,205SP (24) & 205SPT (6),ELECTRICAL SYSTEM,2012-10-29
18CG128S,SDB,STUR-DEE BOAT CO,AMESBURY DORY 16,LABEL; CERTIFICATION,2019-08-29
080014S,RNG,RANGER BOATS,VARIOUS,FUEL VALVE LEAK,2013-05-24
05R0775S,LMR,LOWELL'S BOAT YARD,12 FOOT TENDER,LABEL; CAPACITY,2006-04-18
02R0055S,FQV,FORCE MARINE INC,SPORT BRIDGE,FUEL SYSTEM FILL CONNECTI,2002-10-15
17CG120S,GDJ,GLASSTREAM INC,180 CC,HULL ID NUMBER,2021-08-27
950337T,TRJ,CARVER BOAT CORPORATION,TROJAN 370/390,CO INTRUSION,1996-06-19
190024S,SER,SEA RAY BOATS,SLX400,ELECTRICAL SYSTEM,2021-12-27
001013S,EHT,RIVER TRAIL INC,1544,LEVEL FLOTATION,2004-03-25
110047T,ZZN,BOMBARDIER REC PRODUCTS,GTI AND GTS,STORAGE COVER CRACKING,2015-10-21
020095T,SER,SEA RAY BOATS INC,200 BOW RIDER,FUEL SYSTEM HOSE ROUTING,2005-07-25
